id_capacidad;habitaciones;camas;id_sub_act;id_categoria;cod_canton;canton;cod_prov;provincia
730;46;77;20;25;2104;SHUSHUFINDI;21;SUCUMBIOS
731;52;84;20;24;2104;SHUSHUFINDI;21;SUCUMBIOS
732;293;545;20;23;2104;SHUSHUFINDI;21;SUCUMBIOS
733;12;14;17;22;2105;SUCUMBIOS;21;SUCUMBIOS
734;17;28;20;23;2105;SUCUMBIOS;21;SUCUMBIOS
735;12;20;17;23;2202;AGUARICO;22;ORELLANA
736;26;34;17;24;2203;LA JOYA DE LOS SACHAS;22;ORELLANA
737;12;24;17;23;2203;LA JOYA DE LOS SACHAS;22;ORELLANA
738;94;155;17;22;2203;LA JOYA DE LOS SACHAS;22;ORELLANA
739;33;88;17;23;2203;LA JOYA DE LOS SACHAS;22;ORELLANA
740;4;8;19;25;2203;LA JOYA DE LOS SACHAS;22;ORELLANA
741;69;88;20;24;2203;LA JOYA DE LOS SACHAS;22;ORELLANA
742;224;395;20;23;2203;LA JOYA DE LOS SACHAS;22;ORELLANA
743;53;84;17;23;2204;#N/D;#N/D;#N/D
744;113;231;17;22;2204;#N/D;#N/D;#N/D
745;46;63;17;23;2204;#N/D;#N/D;#N/D
746;6;12;19;25;2204;#N/D;#N/D;#N/D
747;30;30;20;24;2204;#N/D;#N/D;#N/D
748;11;22;8;21;2201;ORELLANA;22;ORELLANA
749;24;30;17;24;2201;ORELLANA;22;ORELLANA
750;222;391;17;23;2201;ORELLANA;22;ORELLANA
751;555;937;17;22;2201;ORELLANA;22;ORELLANA
752;89;160;17;23;2201;ORELLANA;22;ORELLANA
753;64;104;19;24;2201;ORELLANA;22;ORELLANA
754;145;176;20;26;2201;ORELLANA;22;ORELLANA
755;81;111;20;25;2201;ORELLANA;22;ORELLANA
756;184;344;20;24;2201;ORELLANA;22;ORELLANA
757;274;537;20;23;2201;ORELLANA;22;ORELLANA
758;91;155;17;22;0808;LA CONCORDIA;08;ESMERALDAS
759;34;57;20;23;0808;LA CONCORDIA;08;ESMERALDAS
760;10;25;8;21;2301;SANTO DOMINGO;23;SANTO DOMINGO DE LOS TSACHILAS
761;95;171;17;24;2301;SANTO DOMINGO;23;SANTO DOMINGO DE LOS TSACHILAS
762;212;419;17;23;2301;SANTO DOMINGO;23;SANTO DOMINGO DE LOS TSACHILAS
763;1073;1749;17;22;2301;SANTO DOMINGO;23;SANTO DOMINGO DE LOS TSACHILAS
764;53;118;19;25;2301;SANTO DOMINGO;23;SANTO DOMINGO DE LOS TSACHILAS
765;91;220;19;24;2301;SANTO DOMINGO;23;SANTO DOMINGO DE LOS TSACHILAS
766;211;3354;20;25;2301;SANTO DOMINGO;23;SANTO DOMINGO DE LOS TSACHILAS
767;88;148;20;24;2301;SANTO DOMINGO;23;SANTO DOMINGO DE LOS TSACHILAS
768;479;791;20;23;2301;SANTO DOMINGO;23;SANTO DOMINGO DE LOS TSACHILAS
769;4;10;9;21;2402;LIBERTAD;24;SANTA ELENA
770;32;114;17;24;2402;LIBERTAD;24;SANTA ELENA
771;47;85;17;23;2402;LIBERTAD;24;SANTA ELENA
772;92;219;17;22;2402;LIBERTAD;24;SANTA ELENA
773;39;73;20;25;2402;LIBERTAD;24;SANTA ELENA
774;72;219;20;24;2402;LIBERTAD;24;SANTA ELENA
775;149;316;20;23;2402;LIBERTAD;24;SANTA ELENA
776;4;4;8;21;2403;SALINAS;24;SANTA ELENA
777;19;47;9;21;2403;SALINAS;24;SANTA ELENA
778;254;512;17;24;2403;SALINAS;24;SANTA ELENA
779;236;505;17;23;2403;SALINAS;24;SANTA ELENA
780;460;1242;17;22;2403;SALINAS;24;SANTA ELENA
781;16;50;17;24;2403;SALINAS;24;SANTA ELENA
782;19;46;17;23;2403;SALINAS;24;SANTA ELENA
783;117;231;19;24;2403;SALINAS;24;SANTA ELENA
784;129;307;20;26;2403;SALINAS;24;SANTA ELENA
785;166;296;20;25;2403;SALINAS;24;SANTA ELENA
786;349;871;20;24;2403;SALINAS;24;SANTA ELENA
787;685;1830;20;23;2403;SALINAS;24;SANTA ELENA
788;74;181;9;21;2401;SANTA ELENA;24;SANTA ELENA
789;180;375;17;24;2401;SANTA ELENA;24;SANTA ELENA
790;368;893;17;23;2401;SANTA ELENA;24;SANTA ELENA
791;953;2650;17;22;2401;SANTA ELENA;24;SANTA ELENA
792;14;25;17;24;2401;SANTA ELENA;24;SANTA ELENA
793;14;32;17;23;2401;SANTA ELENA;24;SANTA ELENA
794;18;55;19;25;2401;SANTA ELENA;24;SANTA ELENA
795;375;1080;19;24;2401;SANTA ELENA;24;SANTA ELENA
796;89;221;20;25;2401;SANTA ELENA;24;SANTA ELENA
797;165;460;20;24;2401;SANTA ELENA;24;SANTA ELENA
798;445;1314;20;23;2401;SANTA ELENA;24;SANTA ELENA
799;198;456;29;26;2401;SANTA ELENA;24;SANTA ELENA
